Date,Fund,Ticker,Type,Qty/Par Value,Exec Price
8/21/2025,CHPY,NXPI 250829C00230000,SS,50,3.29
8/21/2025,CHPY,NXPI 250829C00230000,SS,5,2.95
8/21/2025,CHPY,NXPI 250829C00230000,SS,2,2.96
8/21/2025,CHPY,NXPI 250829C00240000,B,50,1.07
8/21/2025,CHPY,NXPI 250829C00240000,B,5,0.9
8/21/2025,CHPY,NXPI 250829C00240000,B,2,0.82
8/21/2025,CHPY,TXN 250822C00195000,BC,12,6.41
8/21/2025,CHPY,TXN 250822C00197500,BC,3,4.37
8/21/2025,CHPY,TXN 250822C00205000,S,12,0.52
8/21/2025,CHPY,TXN 250822C00205000,S,3,0.54
8/21/2025,CHPY,TXN 250829C00205000,SS,12,1.89
8/21/2025,CHPY,TXN 250829C00205000,SS,3,1.93
8/21/2025,CHPY,TXN 250829C00217500,B,12,0.19
8/21/2025,CHPY,TXN 250829C00217500,B,3,0.18
,,,,,
8/21/2025,YMAG LN,64110L106,B,10,"1,206.28"
8/21/2025,YMAG LN,81762P102,B,11,880.5
8/21/2025,YMAG LN,461202103,B,16,696.64
8/21/2025,YMAG LN,30303M102,B,16,737.02
8/21/2025,YMAG LN,00724F101,B,25,351.48
8/21/2025,YMAG LN,594918104,B,25,505.53
8/21/2025,YMAG LN,594972408,B,30,337.10
8/21/2025,YMAG LN,79466L302,B,35,244.36
8/21/2025,YMAG LN,88160R101,B,37,320.67
8/21/2025,YMAG LN,459200101,B,39,239.06
8/21/2025,YMAG LN,037833100,B,48,224.95
8/21/2025,YMAG LN,023135106,B,51,221.62
8/21/2025,YMAG LN,19260Q107,B,51,301.17
8/21/2025,YMAG LN,11135F101,B,52,288.05
8/21/2025,YMAG LN,882508104,B,55,200.73
8/21/2025,YMAG LN,874039100,B,57,227.67
8/21/2025,YMAG LN,02079K305,B,61,199.91
8/21/2025,YMAG LN,747525103,B,65,153.68
8/21/2025,YMAG LN,68389X105,B,66,233.82
8/21/2025,YMAG LN,01609W102,B,77,118.53
8/21/2025,YMAG LN,67066G104,B,86,174.48
8/21/2025,YMAG LN,007903107,B,93,163.45
8/21/2025,YMAG LN,69608A108,B,111,155.37
8/21/2025,YMAG LN,70450Y103,B,145,67.52
8/21/2025,YMAG LN,17275R102,B,173,66.86
8/21/2025,YMAG LN,AMD 250905C00195000,SS,1,0.3
8/21/2025,YMAG LN,AMD 250905C00210000,B,1,0.11
8/21/2025,YMAG LN,AMZN 250905C00225000,SS,1,3.30
8/21/2025,YMAG LN,AMZN 250905C00240000,B,1,0.38
8/21/2025,YMAG LN,AVGO 250905C00325000,SS,1,2.51
8/21/2025,YMAG LN,AVGO 250905C00350000,B,1,0.66
8/21/2025,YMAG LN,BABA 250905C00126000,SS,1,2.24
8/21/2025,YMAG LN,BABA 250905C00134000,B,1,0.97
8/21/2025,YMAG LN,GOOGL 250822C00215000,B,1,0.05
8/21/2025,YMAG LN,GOOGL 250822C00200000,SS,1,1.98
8/21/2025,YMAG LN,IBM 250919C00242500,SS,1,4.70
8/21/2025,YMAG LN,NVDA 250905C00197500,B,1,1.16
8/21/2025,YMAG LN,NVDA 250905C00187500,SS,1,2.72
8/21/2025,YMAG LN,ORCL 250919C00285000,B,1,1.99
8/21/2025,YMAG LN,ORCL 250919C00260000,SS,1,5.51
8/21/2025,YMAG LN,PLTR 250905C00200000,SS,1,0.24
8/21/2025,YMAG LN,PYPL 250919C00070000,SS,1,1.37
8/21/2025,YMAG LN,TSM 250919C00245000,SS,1,2.49
8/21/2025,YMAG LN,CSCO 250905C00067000,SS,2,1.03
8/21/2025,YMAG LN,CSCO 250905C00070000,B,2,0.15
8/21/2025,YMAG LN,IBM 250822C00245000,BC,45,0.19
8/21/2025,YMAG LN,IBM 250919C00242500,SS,45,5.09
8/21/2025,YMAG LN,AAPL 250822C00237500,BC,56,0.05
8/21/2025,YMAG LN,AAPL 250905C00230000,SS,56,2.7
8/21/2025,YMAG LN,NVDA 250822C00185000,BC,58,0.07
8/21/2025,YMAG LN,NVDA 250822C00195000,S,58,0.01
8/21/2025,YMAG LN,NVDA 250905C00187500,SS,58,2.85
8/21/2025,YMAG LN,NVDA 250905C00197500,B,58,1.23
8/21/2025,YMAG LN,COIN 250822C00330000,BC,60,0.23
8/21/2025,YMAG LN,COIN 250822C00355000,S,60,0.04
8/21/2025,YMAG LN,COIN 250905C00330000,SS,60,4.6
8/21/2025,YMAG LN,COIN 250905C00360000,B,60,1.62
8/21/2025,YMAG LN,BABA 250822C00136000,S,90,0.09
8/21/2025,YMAG LN,BABA 250905C00126000,SS,90,2.47
8/21/2025,YMAG LN,BABA 250905C00134000,B,90,1.1
8/21/2025,YMAG LN,BABA 250822C00125000,BC,90,0.16
8/21/2025,YMAG LN,PYPL 250822C00070000,BC,170,0.08
8/21/2025,YMAG LN,PYPL 250919C00070000,SS,170,1.46
,,,,,
8/21/2025,RNTY,XLRE 250919C00041000,BC,72,1.26
8/21/2025,RNTY,XLRE 250919C00042000,S,72,0.61
8/21/2025,RNTY,XLRE 250919C00043000,SS,72,0.25
8/21/2025,RNTY,XLRE 250919C00044000,B,72,0.07
